node,ms-uri,node-structure,msItem-id,structure-id,xpath
"<bibl >Add. 12,163<ptr target='http://syriaca.org/manuscript/1225'></ptr>, fol.<citedRange unit='locus'>241 a</citedRange></bibl>",http://syriaca.org/manuscript/629,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p3b17,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[3]/msItem[13]/note/bibl
"<bibl >Add. 14,728<ptr target='http://syriaca.org/manuscript/628'></ptr>, fol.<citedRange unit='locus'>239 a</citedRange>.</bibl>",http://syriaca.org/manuscript/629,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA</bibl>,p5b3,structure-11,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[3]/note/bibl
"<bibl >Add. 14,728<ptr target='http://syriaca.org/manuscript/628'></ptr>, fol.<citedRange unit='locus'>242 b</citedRange></bibl>",http://syriaca.org/manuscript/629,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p5b7,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[7]/note[1]/bibl
"<bibl >Add. 14,728<ptr target='http://syriaca.org/manuscript/628'></ptr>, fol.<citedRange unit='locus'>243 b</citedRange></bibl>",http://syriaca.org/manuscript/629,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p5b8,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[8]/note/bibl
"<bibl >Add. 14,728<ptr target='http://syriaca.org/manuscript/628'></ptr>, fol. 244 a</bibl>",http://syriaca.org/manuscript/629,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,p5b9,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[9]/note[1]/bibl
"<bibl >Add. 14,728<ptr target='http://syriaca.org/manuscript/628'></ptr>, fol.<citedRange unit='locus'>245 a</citedRange></bibl>",http://syriaca.org/manuscript/629,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p5b11,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/msItem[11]/note[1]/bibl
"<bibl >Add. 12,156, fol. 10b<ptr target='http://syriaca.org/manuscript/31'></ptr></bibl>",http://syriaca.org/manuscript/97,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/additions/list/item[5]/p[4]/bibl[1]
"<bibl >Add. 14,647, fol. 79 a<ptr target='http://syriaca.org/manuscript/413'></ptr></bibl>",http://syriaca.org/manuscript/97,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/additions/list/item[5]/p[4]/bibl[2]
"<bibl >Add. 12,174, fol. 61b<ptr target='http://syriaca.org/manuscript/70'></ptr></bibl>",http://syriaca.org/manuscript/97,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/additions/list/item[5]/p[4]/bibl[3]
"<bibl >Add. 17,103<pter target='http://syriaca.org/manuscript/730'></pter></bibl>",http://syriaca.org/manuscript/97,<bibl >CDATA<pter target='VALUE'></pter></bibl>,,structure-34,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/additions/list/item[6]/p[1]/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 18,816</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/1124</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/763,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,a1,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/listBibl/bibl
"<bibl >Add. 12,153, fol. 1 b.</bibl>",http://syriaca.org/manuscript/763,<bibl >CDATA</bibl>,b43,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[43]/listBibl/bibl[4]
"<bibl >Add. 14,598<ptr target='http://syriaca.org/manuscript/334'></ptr></bibl>",http://syriaca.org/manuscript/334,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/314'>Add. 14,578, no. 13</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/334,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,p3b5,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[4]/msItem[2]/listBibl/bibl
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/74'>Add. 12,175, fol. 225 a, seqq</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/334,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,p3a6,structure-6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/msContents/msItem[6]/listBibl/bibl
"<bibl >Add. 14,512 foll. 67-124, lower text<ptr target='http://syriaca.org/manuscript/1403'></ptr></bibl>",http://syriaca.org/manuscript/206,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 14,512, foll. 36-66 and 125-144, lower text<ptr target='http://syriaca.org/manuscript/1404'></ptr></bibl>",http://syriaca.org/manuscript/206,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 14,512, foll. 1-35, lower text<ptr target='http://syriaca.org/manuscript/1405'></ptr></bibl>",http://syriaca.org/manuscript/206,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[3]
"<bibl >Add. 14,512, upper text<ptr target='http://syriaca.org/manuscript/1402'></ptr></bibl>",http://syriaca.org/manuscript/206,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 14,512, upper text<ptr target='http://syriaca.org/manuscript/1402'></ptr></bibl>",http://syriaca.org/manuscript/206,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl
"<bibl >Add. 14,512, upper text<ptr target='http://syriaca.org/manuscript/1402'></ptr></bibl>",http://syriaca.org/manuscript/206,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/p/bibl
"<bibl >Add. 14,490, lower text<ptr target='http://syriaca.org/manuscript/1412'></ptr></bibl>",http://syriaca.org/manuscript/180,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 17,127</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/756</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/180,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,p2a1,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[1]/note/listBibl[1]/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,486</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/176</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/180,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,p2a1,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[1]/note/listBibl[2]/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 17,127</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/756</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/180,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[2]/note/listBibl[1]/bibl
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,486</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/176</idno></altIdentifier></msIdentifier></bibl>",http://syriaca.org/manuscript/180,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier></bibl>,,structure-4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem[2]/note/listBibl[2]/bibl
"<bibl >Add. 14,490, upper text<ptr target='http://syriaca.org/manuscript/1411'></ptr></bibl>",http://syriaca.org/manuscript/180,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 12,156<ptr target='http://syriaca.org/manuscript/31'></ptr>, fol.<citedRange unit='locus'>68 b</citedRange></bibl>",http://syriaca.org/manuscript/340,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p1a14,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[14]/note/bibl[1]
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,590</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/326</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='55a'>fol. 55 a</locus></biblScope>.</bibl>",http://syriaca.org/manuscript/784,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE'>CDATA</locus></biblScope>CDATA</bibl>,c3,structure-5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[5]/msItem[1]/note/listBibl/bibl
"<bibl >Add. 14,456, foll. 1 and 2<ptr target='http://syriaca.org/manuscript/129'></ptr></bibl>",http://syriaca.org/manuscript/152,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,b1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/note/bibl
"<bibl >Add. 17,136, foll. 117 and 126, upper text 1<ptr target='http://syriaca.org/manuscript/1540'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 17,136, foll. 117 and 126, lower text<ptr target='http://syriaca.org/manuscript/1541'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 17,136, foll. 120, 137, and 139, upper text 1<ptr target='http://syriaca.org/manuscript/1542'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[3]
"<bibl >Add. 17,136, foll. 120, 137, and 139, lower text<ptr target='http://syriaca.org/manuscript/1543'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[4]
"<bibl >Add. 17,136, foll. 124-125, 128, 130-132, 135-136, 138, 140, 142-143, 147-148, and 150-151, lower text<ptr target='http://syriaca.org/manuscript/1544'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[5]
"<bibl >Add. 17,136, foll. 118, 123, 133, 141, 145, and 149, lower text<ptr target='http://syriaca.org/manuscript/1545'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[6]
"<bibl >Add. 17,136, fol. 146, lower text<ptr target='http://syriaca.org/manuscript/1546'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl[7]
"<bibl >Add. 17,136, foll. 117 and 126, upper text 1<ptr target='http://syriaca.org/manuscript/1540'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,136, foll. 117 and 126, lower text<ptr target='http://syriaca.org/manuscript/1541'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,136, foll. 120, 137, and 139, upper text 1<ptr target='http://syriaca.org/manuscript/1542'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[3]
"<bibl >Add. 17,136, foll. 120, 137, and 139, lower text<ptr target='http://syriaca.org/manuscript/1543'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[4]
"<bibl >Add. 17,136, foll. 124-125, 128, 130-132, 135-136, 138, 140, 142-143, 147-148, and 150-151, lower text<ptr target='http://syriaca.org/manuscript/1544'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[5]
"<bibl >Add. 17,136, foll. 118, 123, 133, 141, 145, and 149, lower text<ptr target='http://syriaca.org/manuscript/1545'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[6]
"<bibl >Add. 17,136, fol. 146, lower text<ptr target='http://syriaca.org/manuscript/1546'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[7]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl[1]
"<bibl >Add. 17,136, foll. 117 and 126, lower text<ptr target='http://syriaca.org/manuscript/1541'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,136, foll. 117 and 126, lower text<ptr target='http://syriaca.org/manuscript/1541'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl[1]
"<bibl >Add. 17,136, foll. 117 and 126, upper text 1<ptr target='http://syriaca.org/manuscript/1540'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,136, foll. 117 and 126, upper text 1<ptr target='http://syriaca.org/manuscript/1540'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[3]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/p/bibl
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/p/bibl[1]
"<bibl >Add. 17,136, foll. 120, 137, and 139, lower text<ptr target='http://syriaca.org/manuscript/1543'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,136, foll. 120, 137, and 139, lower text<ptr target='http://syriaca.org/manuscript/1543'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/physDesc/p/bibl[1]
"<bibl >Add. 17,136, foll. 120, 137, and 139, upper text 1<ptr target='http://syriaca.org/manuscript/1542'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/physDesc/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,136, foll. 120, 137, and 139, upper text 1<ptr target='http://syriaca.org/manuscript/1542'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 17,136, foll. 1-151, upper text 2<ptr target='http://syriaca.org/manuscript/1539'></ptr></bibl>",http://syriaca.org/manuscript/765,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[7]/physDesc/p/bibl
